,Address Building,Address Street Name,Address City,Address State,Address ZIP,Address Borough,Latitude,Longitude
4524,,BROADWAY,NEW YORK,NY,10025,Manhattan,40.759011,-73.9844722
4525,350,5TH AVE,NEW YORK,NY,10118,Manhattan,40.74834145872778,-73.98464341134478
4526,449,W 206TH ST,NEW YORK,NY,10034,Manhattan,40.863408183396885,-73.91846743691285
4527,201,W 14TH ST,NEW YORK,NY,10011,Manhattan,40.73873860143481,-74.0001046479163
4528,150,MANHATTAN AVE,NEW YORK,NY,10025,Manhattan,40.7991739499602,-73.96108258488435
4529,19,WAVERLY PL,NEW YORK,NY,10003,Manhattan,40.73021326643904,-73.99452653175567
4530,165,E 106TH ST,NEW YORK,NY,10029,Manhattan,40.79196551009625,-73.94559374514603
4531,135,CHRYSTIE ST,NEW YORK,NY,10002,Manhattan,40.71948668155083,-73.99315656021322
4532,1663,MADISON AVE,NEW YORK,NY,10029,Manhattan,40.796563741246395,-73.9473344304976
4533,2504,AC POWELL BLVD,NEW YORK,NY,10039,Manhattan,40.82183576084299,-73.93894297936284
4534,297,7TH AVE,NEW YORK,NY,10001,Manhattan,40.74646765816204,-73.99391167184667
4535,251,AVENUE OF THE AMERICAS,NEW YORK,NY,10014,Manhattan,40.72868453645347,-74.0026807472704
4536,,EAST   57 STREET,NEW YORK,NY,10022,Manhattan,40.7830603,-73.9712488
4537,381,1ST AVE,NEW YORK,NY,10010,Manhattan,40.73634871552912,-73.9788005357683
4538,1628,3RD AVE,NEW YORK,NY,10128,Manhattan,40.782235326181656,-73.95150552821003
4539,S/S,42ND ST,NEW YORK,NY,10018,Manhattan,40.75803399999999,-73.9917031
4540,1474,SAINT NICHOLAS AVE,NEW YORK,NY,10033,Manhattan,40.850956313982735,-73.93252195435025
4541,447,BROADWAY,NEW YORK,NY,10013,Manhattan,40.72039265063599,-74.00105340620952
4542,1450,BROADWAY,NEW YORK,NY,10018,Manhattan,40.75492635809159,-73.98665956231423
4543,129,E 28TH ST,NEW YORK,NY,10016,Manhattan,40.74275012576807,-73.98268153131684
4544,30,ROCKEFELLER PLZ,NEW YORK,NY,10112,Manhattan,40.75875407922752,-73.97869233509232
4545,1317,SAINT NICHOLAS AVE,NEW YORK,NY,10033,Manhattan,40.84595755473548,-73.93620283545309
4546,248,E 119TH ST,NEW YORK,NY,10035,Manhattan,40.799407845169014,-73.93747908513217
4547,,BROADWAY,NEW YORK,NY,10003,Manhattan,40.759011,-73.9844722
4548,2239,1ST AVE,NEW YORK,NY,10029,Manhattan,40.79541885731827,-73.93584676657615
4549,1881,AMSTERDAM AVE,NEW YORK,NY,10032,Manhattan,40.83035785074617,-73.9438459307327
4550,208A,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,40.775796406434814,-73.97998307193598
4551,270,W 43RD ST,NEW YORK,NY,10036,Manhattan,40.75748189508555,-73.98830862137434
4552,850,7TH AVE,NEW YORK,NY,10019,Manhattan,40.76394207919039,-73.98119234606403
4553,419,PARK AVE SOUTH,NEW YORK,NY,10016,Manhattan,40.74379877196204,-73.98372059974442
4554,3856,BROADWAY,NEW YORK,NY,10032,Manhattan,40.83641508702299,-73.94314334561156
4555,1501,BROADWAY,NEW YORK,NY,10036,Manhattan,40.75710288621907,-73.98619349526301
4556,2170,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Manhattan,40.80518809542568,-73.95479392453541
4557,532,9TH AVE,NEW YORK,NY,10018,Manhattan,40.756807114223754,-73.9937988314413
4558,528,W 145TH ST,NEW YORK,NY,10031,Manhattan,40.82562816523575,-73.9485688417285
4559,352,W 116TH ST,NEW YORK,NY,10026,Manhattan,40.805125836676275,-73.95706962029456
4560,96,7TH AVE,NEW YORK,NY,10011,Manhattan,40.73974591940894,-73.99882359529344
4561,135,W 3RD ST,NEW YORK,NY,10012,Manhattan,40.7308282180698,-74.00091285447883
4562,459,BROADWAY,NEW YORK,NY,10013,Manhattan,40.720664383650245,-74.00082252601034
4563,272,BLEECKER ST,NEW YORK,NY,10014,Manhattan,40.731503387728814,-74.00317157002814
4564,239,8TH AVE,NEW YORK,NY,10011,Manhattan,40.744774303231665,-73.99887763963984
4565,,YORK AVENUE,NEW YORK,NY,10021,Manhattan,40.7694491,-73.95186199999999
4566,541,3RD AVE,NEW YORK,NY,10016,Manhattan,40.74691296545997,-73.97724530764953
4567,260,MADISON AVE,NEW YORK,NY,10016,Manhattan,40.75070685955209,-73.98082794461057
4568,1330,LEXINGTON AVE,NEW YORK,NY,10128,Manhattan,40.78114410128626,-73.95439500092854
4569,29,9TH AVE,NEW YORK,NY,10014,Manhattan,40.7403688380181,-74.00579907987587
4570,203,SPRING ST,NEW YORK,NY,10012,Manhattan,40.72531395369426,-74.00349237161738
4571,2802,BROADWAY,NEW YORK,NY,10025,Manhattan,40.80307069558512,-73.96746638746932
4572,2,E 55TH ST,NEW YORK,NY,10022,Manhattan,40.76155839554612,-73.97468096651005
4573,1576,1ST AVE,NEW YORK,NY,10028,Manhattan,40.77419042635778,-73.95132364223564
4574,1371,1ST AVE,NEW YORK,NY,10021,Manhattan,40.76870258067478,-73.95535660623551
4575,3459,BROADWAY,NEW YORK,NY,10031,Manhattan,40.82379907712243,-73.95238214149174
4576,,BROADWAY,NEW YORK,NY,10036,Manhattan,40.759011,-73.9844722
4577,916,3RD AVE,NEW YORK,NY,10022,Manhattan,40.75914420061264,-73.96835055016682
4578,320,W 14TH ST,NEW YORK,NY,10014,Manhattan,40.74018777489997,-74.00357614968071
4579,315,S END AVE,NEW YORK,NY,10280,Manhattan,40.710392342408205,-74.01626763451911
4580,601,W 151ST ST,NEW YORK,NY,10031,Manhattan,40.830376278974704,-73.94802675714051
4581,670,LEXINGTON AVE,NEW YORK,NY,10022,Manhattan,40.76003114140358,-73.96979761947281
4582,488,AVENUE OF THE AMERICAS,NEW YORK,NY,10011,Manhattan,40.73620517129027,-73.99766896608362
4583,15,STANTON ST,NEW YORK,NY,10002,Manhattan,40.722536044030925,-73.99214609905593
4584,2391,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10027,Manhattan,40.81232222672058,-73.94960869781177
4585,38,W 32ND ST,NEW YORK,NY,10001,Manhattan,40.74788889357953,-73.98725285485801
4586,1607,SAINT NICHOLAS AVE,NEW YORK,NY,10040,Manhattan,40.85515937449272,-73.92947035788796
4587,,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,40.7830603,-73.9712488
4588,94,SAINT NICHOLAS PL,NEW YORK,NY,10032,Manhattan,40.83005968047919,-73.94037722015007
4589,2635,BROADWAY,NEW YORK,NY,10025,Manhattan,40.79703025473541,-73.97006254649145
4590,,BROADWAY,NEW YORK,NY,10036,Manhattan,40.759011,-73.9844722
4591,101,SHERMAN AVE,NEW YORK,NY,10034,Manhattan,40.86385191636003,-73.92523119238143
4592,277,PARK AVE,NEW YORK,NY,10172,Manhattan,40.7555639733546,-73.97513803700467
4593,907,COLUMBUS AVE,NEW YORK,NY,10025,Manhattan,40.79818119252859,-73.96363668766489
4594,584,8TH AVE,NEW YORK,NY,10018,Manhattan,40.75501464103774,-73.99139511755375
4595,245,9TH AVE,NEW YORK,NY,10001,Manhattan,40.74762884669449,-74.00051248231544
4596,405,W 23RD ST,NEW YORK,NY,10011,Manhattan,40.74671208726241,-74.00182614424797
4597,80,MAIDEN LN,NEW YORK,NY,10038,Manhattan,40.707116011247656,-74.00732909279688
4598,696,3RD AVE,NEW YORK,NY,10017,Manhattan,40.75189665873646,-73.97363795281497
4599,122,E 42ND ST,NEW YORK,NY,10168,Manhattan,40.751600835966364,-73.97645328154913
4600,10,E 23RD ST,NEW YORK,NY,10010,Manhattan,40.74117813388239,-73.98872648063183
4601,360,W 31ST ST,NEW YORK,NY,10001,Manhattan,40.75097738691304,-73.99649184612726
4602,1364,LEXINGTON AVE,NEW YORK,NY,10128,Manhattan,40.78220874984362,-73.95362153802326
4603,101,DYCKMAN ST,NEW YORK,NY,10040,Manhattan,40.86174372601552,-73.92482865742477
4604,115,AVENUE A,NEW YORK,NY,10009,Manhattan,40.72625700648256,-73.98340017635273
4605,215,AVENUE A,NEW YORK,NY,10009,Manhattan,40.72993181715209,-73.98071846343167
4606,1672,YORK AVE,NEW YORK,NY,10128,Manhattan,40.77713326592637,-73.94623050264123
4607,356,W 145TH ST,NEW YORK,NY,10039,Manhattan,40.823822898110365,-73.94428863824933
4608,559,W 158TH ST,NEW YORK,NY,10032,Manhattan,40.83414245427187,-73.94311999167427
4609,250,W 43RD ST,NEW YORK,NY,10036,Manhattan,40.75730893405055,-73.98790077202813
4610,,WHITEHALL STREET,NEW YORK,NY,10004,Manhattan,40.7031062,-74.0130329
4611,,WALL STREET,NEW YORK,NY,10005,Manhattan,40.7060006,-74.00880099999999
4612,77,3RD AVE,NEW YORK,NY,10003,Manhattan,40.73166478327359,-73.98835644903572
4613,257,DYCKMAN ST,NEW YORK,NY,10034,Manhattan,40.866521798672096,-73.92844235585312
4614,165,WILLIAM ST,NEW YORK,NY,10038,Manhattan,40.710184742308336,-74.00582891693513
4615,119,ELLWOOD ST,NEW YORK,NY,10040,Manhattan,40.86192233081468,-73.92949210744443
4616,240,SULLIVAN ST,NEW YORK,NY,10012,Manhattan,40.72972482956476,-73.99966084229175
4617,4,SOUTH ST,NEW YORK,NY,10004,Manhattan,40.70165080816354,-74.01184748826527
4618,S/E/C,WEST   34 STREET,NEW YORK,NY,10001,Manhattan,40.7530751,-73.9955315
4619,128,AUDUBON AVE,NEW YORK,NY,10032,Manhattan,40.84264776348976,-73.93679512195254
4620,1683,1ST AVE,NEW YORK,NY,10128,Manhattan,40.77782331900507,-73.94869603135945
4621,S/E/C,BROADWAY,NEW YORK,NY,10019,Manhattan,40.7947292,-73.971598
4622,,BROADWAY,NEW YORK,NY,10024,Manhattan,40.759011,-73.9844722
4623,234,8TH AVE,NEW YORK,NY,10011,Manhattan,40.74453002187927,-73.99902921598112
4624,N/W/C,WEST   23 STREET,NEW YORK,NY,10010,Manhattan,40.7452994,-73.9984832
4625,2059,7TH AVE,NEW YORK,NY,10027,Manhattan,40.807568247697844,-73.94933776364695
4626,97,CANAL ST,NEW YORK,NY,10002,Manhattan,40.71549583877892,-73.99383514057976
4627,740,10TH AVE,NEW YORK,NY,10019,Manhattan,40.76496160549831,-73.99157433090589
4628,1938,MADISON AVE,NEW YORK,NY,10035,Manhattan,40.80532731802316,-73.94097370775847
4629,1492,YORK AVE,NEW YORK,NY,10075,Manhattan,40.77125046894363,-73.95052069174517
4630,N/W/C,BROADWAY,NEW YORK,NY,10023,Manhattan,40.7947292,-73.971598
4631,,BROADWAY,NEW YORK,NY,10025,Manhattan,40.759011,-73.9844722
4632,26,BROADWAY,NEW YORK,NY,10004,Manhattan,40.705679964399216,-74.01330172836009
4633,2097,AMSTERDAM AVE,NEW YORK,NY,10032,Manhattan,40.83713203144093,-73.93890003017427
4634,65,W 14TH ST,NEW YORK,NY,10011,Manhattan,40.736836402800606,-73.9955688285318
4635,141,E 96TH ST,NEW YORK,NY,10128,Manhattan,40.78598724860966,-73.95119946222945
4636,168,7TH AVE,NEW YORK,NY,10011,Manhattan,40.74214480097166,-73.99708053474016
4637,1737,2ND AVE,NEW YORK,NY,10128,Manhattan,40.780299641748265,-73.94999401202705
4638,280,HENRY ST,NEW YORK,NY,10002,Manhattan,40.71394952617975,-73.9835367081373
4639,142,9TH AVE,NEW YORK,NY,10011,Manhattan,40.743852027240656,-74.00323711674153
4640,320,PARK AVE,NEW YORK,NY,10022,Manhattan,40.757449316353615,-73.97379818556702
4641,33,E 23RD ST,NEW YORK,NY,10010,Manhattan,40.74062904441314,-73.98738415527164
4642,2505,ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10039,Manhattan,40.821838492164915,-73.93891768546487
4643,N/W/C,GREENWICH ST,NEW YORK,NY,10007,Manhattan,40.7221373,-74.0097722
4644,1469,5TH AVE,NEW YORK,NY,10035,Manhattan,40.80230474183429,-73.9452529908208
4645,355,E 86TH ST,NEW YORK,NY,10028,Manhattan,40.77734651059466,-73.95046922375421
4646,41,E 58TH ST,NEW YORK,NY,10022,Manhattan,40.762801009533014,-73.97145328584494
4647,934,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,40.800339209115194,-73.96579541810723
4648,202,AUDUBON AVE,NEW YORK,NY,10033,Manhattan,40.845010000106356,-73.93507246372855
4649,1033,SAINT NICHOLAS AVE,NEW YORK,NY,10032,Manhattan,40.83596607267185,-73.93993465439657
4650,300,E 23RD ST,NEW YORK,NY,10010,Manhattan,40.7377159112153,-73.98055022014043
4651,1428A,6TH AVE,NEW YORK,NY,10019,Manhattan,40.76522027525238,-73.9765387160734
4652,3399,BROADWAY,NEW YORK,NY,10031,Manhattan,40.82192773644618,-73.95374921743942
4653,755,SAINT NICHOLAS AVE,NEW YORK,NY,10031,Manhattan,40.8258672958836,-73.94343419376376
4654,40,FULTON ST,NEW YORK,NY,10038,Manhattan,40.70790390721933,-74.00441121379392
4655,2643,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10030,Manhattan,40.82032313018923,-73.94376768702949
4656,1,WHITEHALL ST,NEW YORK,NY,10004,Manhattan,40.703972736583104,-74.01316433436362
4657,1576,2ND AVE,NEW YORK,NY,10028,Manhattan,40.7750917039466,-73.9537600839611
4658,373,BROADWAY,NEW YORK,NY,10013,Manhattan,40.71779881189387,-74.00325028101945
4659,1458,2ND AVE,NEW YORK,NY,10075,Manhattan,40.77152730323327,-73.95636199358619
4660,N/W/C,EAST   23 STREET,NEW YORK,NY,10010,Manhattan,40.7452994,-73.9984832
4661,279,1ST AVE,NEW YORK,NY,10003,Manhattan,40.73256142942745,-73.98155480826576
4662,585,LENOX AVE,NEW YORK,NY,10037,Manhattan,40.81735065615799,-73.93850271840354
4663,1627,BROADWAY,NEW YORK,NY,10019,Manhattan,40.761280126061926,-73.98416754833221
4664,681,9TH AVE,NEW YORK,NY,10036,Manhattan,40.76151686113987,-73.99039075786746
4665,1795,AMSTERDAM AVE,NEW YORK,NY,10031,Manhattan,40.827630559577756,-73.945842812796
4666,1662,1ST AVE,NEW YORK,NY,10028,Manhattan,40.77731295190399,-73.9490430459944
4667,S/W/C,WEST  45 STREET,NEW YORK,NY,10036,Manhattan,40.7591625,-73.988378
4668,123,DYCKMAN ST,NEW YORK,NY,10040,Manhattan,40.86232858854492,-73.92520036772312
4669,N/E/C,8 AVENUE,NEW YORK,NY,10019,Manhattan,40.81651919999999,-73.9465432
4670,575,LEXINGTON AVE,NEW YORK,NY,10022,Manhattan,40.757215547936,-73.97182746323014
4671,196,3RD AVE,NEW YORK,NY,10003,Manhattan,40.73550163581951,-73.98558454766156
4672,,BROADWAY,NEW YORK,NY,10024,Manhattan,40.759011,-73.9844722
4673,236,W 135TH ST,NEW YORK,NY,10030,Manhattan,40.81580587483224,-73.94491312605106
4674,101,E 69TH ST,NEW YORK,NY,10021,Manhattan,40.76903525149788,-73.9648981175275
4675,741,SAINT NICHOLAS AVE,NEW YORK,NY,10031,Manhattan,40.82543104350423,-73.94375614394909
4676,4119,BROADWAY,NEW YORK,NY,10033,Manhattan,40.84555541230544,-73.93865374649967
4677,99,CHAMBERS ST,NEW YORK,NY,10007,Manhattan,40.71478485916012,-74.0076113017137
4678,22,W 48TH ST,NEW YORK,NY,10036,Manhattan,40.75769193789264,-73.97910055691774
4679,122,E 116TH ST,NEW YORK,NY,10029,Manhattan,40.79890533529113,-73.94231216051293
4680,100,DELANCEY ST,NEW YORK,NY,10002,Manhattan,40.718767221465974,-73.98888539250721
4681,140,MULBERRY ST,NEW YORK,NY,10013,Manhattan,40.718663432482415,-73.99761907513695
4682,526,9TH AVE,NEW YORK,NY,10018,Manhattan,40.75666439326204,-73.99390713032668
4683,403A,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,40.78335233368929,-73.97816448410477
4684,353,W 57TH ST,NEW YORK,NY,10019,Manhattan,40.76734877557871,-73.98435022071315
4685,195,E HOUSTON ST,NEW YORK,NY,10002,Manhattan,40.72258504246508,-73.98753187796322
4686,210,AMSTERDAM AVE,NEW YORK,NY,10023,Manhattan,40.7769771040454,-73.98283871829187
4687,S/W/C,WEST   34 STREET,NEW YORK,NY,10001,Manhattan,40.7530751,-73.9955315
4688,3635,BROADWAY,NEW YORK,NY,10031,Manhattan,40.829349892674024,-73.94833108981194
4689,4353,BROADWAY,NEW YORK,NY,10033,Manhattan,40.85334788141711,-73.93413171450383
4690,987,LEXINGTON AVE,NEW YORK,NY,10021,Manhattan,40.769907345744635,-73.96256905434741
4691,4500,BROADWAY,NEW YORK,NY,10040,Manhattan,40.85803180951756,-73.93192914204178
4692,201,MADISON ST,NEW YORK,NY,10002,Manhattan,40.7126602217393,-73.98989280207358
4693,33A,GREENWICH AVE,NEW YORK,NY,10014,Manhattan,40.735085335326616,-74.00023093446343
4694,529,BROOME ST,NEW YORK,NY,10013,Manhattan,40.72392508479055,-74.00414530099424
4695,,WEST   23 STREET,NEW YORK,NY,10010,Manhattan,40.7830603,-73.9712488
4696,1411,2ND AVE,NEW YORK,NY,10021,Manhattan,40.76982878140974,-73.957626688405
4697,31,JANE ST,NEW YORK,NY,10014,Manhattan,40.73814567892989,-74.00359408266017
4698,,10 AVENUE,NEW YORK,NY,10019,Manhattan,40.7830603,-73.9712488
4699,1544,MADISON AVE,NEW YORK,NY,10029,Manhattan,40.79254951492435,-73.95029178540219
4700,237,E 115TH ST,NEW YORK,NY,10029,Manhattan,40.796620017102285,-73.93900222373162
4701,,7 AVENUE,NEW YORK,NY,10019,Manhattan,40.7830603,-73.9712488
4702,125,E 11TH ST,NEW YORK,NY,10003,Manhattan,40.73178842448662,-73.9896914512527
4703,683,BROADWAY,NEW YORK,NY,10012,Manhattan,40.72791316856959,-73.99468547103156
4704,329,GRAND ST,NEW YORK,NY,10002,Manhattan,40.71709854347037,-73.99039716183842
4705,177,HUDSON ST,NEW YORK,NY,10013,Manhattan,40.7224646592476,-74.0081569366173
4706,170,AVENUE A,NEW YORK,NY,10009,Manhattan,40.72829887678069,-73.98188431461428
4707,437,MANHATTAN AVE,NEW YORK,NY,10026,Manhattan,40.80656630440148,-73.95571410626114
4708,1862,3RD AVE,NEW YORK,NY,10029,Manhattan,40.789446149204444,-73.94623861496449
4709,425,3RD AVE,NEW YORK,NY,10016,Manhattan,40.74298575864843,-73.98010841066993
4710,2021,LEXINGTON AVE,NEW YORK,NY,10035,Manhattan,40.802973759074526,-73.93843292428943
4711,85,PITT ST,NEW YORK,NY,10002,Manhattan,40.71845076743067,-73.98241367916964
4712,,WEST   42 STREET,NEW YORK,NY,10018,Manhattan,40.7830603,-73.9712488
4713,142,FULTON ST,NEW YORK,NY,10038,Manhattan,40.710546891494836,-74.00840796980579
4714,103,E 2ND ST,NEW YORK,NY,10009,Manhattan,40.72361704263035,-73.98726832059405
4715,418,LENOX AVE,NEW YORK,NY,10037,Manhattan,40.81146817503026,-73.94277812052934
4716,2299,ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10030,Manhattan,40.81520148192607,-73.94376478915515
4717,135,E 28TH ST,NEW YORK,NY,10016,Manhattan,40.74252497411679,-73.98214388549845
4718,2528,BROADWAY,NEW YORK,NY,10025,Manhattan,40.7936603342743,-73.97249823045138
4719,1291,MADISON AVE,NEW YORK,NY,10128,Manhattan,40.78452902974479,-73.95612236629874
4720,241,3RD AVE,NEW YORK,NY,10003,Manhattan,40.73682447876046,-73.98459554747399
4721,1113,LEXINGTON AVE,NEW YORK,NY,10075,Manhattan,40.773993255334894,-73.95958812857302
4722,1800,AMSTERDAM AVE,NEW YORK,NY,10031,Manhattan,40.82792141086813,-73.94565467998848
4723,203,SPRING ST,NEW YORK,NY,10012,Manhattan,40.72531395369426,-74.00349237161738
4724,1849,2ND AVE,NEW YORK,NY,10128,Manhattan,40.78388857835997,-73.94735167824766
4725,312,11TH AVE,NEW YORK,NY,10001,Manhattan,40.75304142157169,-74.00397025599806
4726,110,W HOUSTON ST,NEW YORK,NY,10012,Manhattan,40.7273753162494,-74.00079374537391
4727,59,E 54TH ST,NEW YORK,NY,10022,Manhattan,40.7600895995826,-73.97310047373023
4728,1594,3RD AVE,NEW YORK,NY,10128,Manhattan,40.7810746589881,-73.95235853264406
4729,217,BOWERY,NEW YORK,NY,10002,Manhattan,40.72179504117146,-73.99345575659108
4730,1446,2ND AVE,NEW YORK,NY,10021,Manhattan,40.77103338642214,-73.95672334715155
4731,177,BLEECKER ST,NEW YORK,NY,10012,Manhattan,40.728956296087354,-74.00074325193769
4732,21,E HOUSTON ST,NEW YORK,NY,10012,Manhattan,40.725182180674366,-73.99577164107147
4733,15908,HARLEM RIVER DR,NEW YORK,NY,10039,Manhattan,40.83213201930337,-73.93542832416475
4734,119,HESTER ST,NEW YORK,NY,10002,Manhattan,40.7166513564879,-73.99335886310185
4735,154,7TH AVE,NEW YORK,NY,10011,Manhattan,40.741826415501144,-73.99731150652067
4736,1081,SAINT NICHOLAS AVE,NEW YORK,NY,10032,Manhattan,40.837832499697825,-73.9399799503101
4737,630,W 207TH ST,NEW YORK,NY,10034,Manhattan,40.868202561900766,-73.92154926021996
4738,1776,AMSTERDAM AVE,NEW YORK,NY,10031,Manhattan,40.82701870795129,-73.94631304460808
4739,153,E 43RD ST,NEW YORK,NY,10017,Manhattan,40.75183655019158,-73.9748723430116
4740,301,10TH AVE,NEW YORK,NY,10001,Manhattan,40.75043121490646,-74.00218355523813
4741,2020,MADISON AVE,NEW YORK,NY,10035,Manhattan,40.80775272796649,-73.93919069721605
4742,57,AUDUBON AVE,NEW YORK,NY,10032,Manhattan,40.84057082822832,-73.93828970751925
4743,1285,AVENUE OF THE AMERICAS,NEW YORK,NY,10019,Manhattan,40.76075245545994,-73.97981793517853
4744,600,10TH AVE,NEW YORK,NY,10036,Manhattan,40.76048786735198,-73.99483448045149
4745,,PENN STATION,NEW YORK,NY,10001,Manhattan,40.75002748750581,-73.99211037548983
4746,2787,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10039,Manhattan,40.82485299529396,-73.94045414985014
4747,213,AVENUE OF THE AMERICAS,NEW YORK,NY,10014,Manhattan,40.72741369886867,-74.00327961345734
4748,1800,AMSTERDAM AVE,NEW YORK,NY,10031,Manhattan,40.82792141086813,-73.94565467998848
4749,1797,1ST AVE,NEW YORK,NY,10128,Manhattan,40.78137107816298,-73.94610070040629
4750,919,3RD AVE,NEW YORK,NY,10022,Manhattan,40.75913596142117,-73.96833250581118
4751,748,10TH AVE,NEW YORK,NY,10019,Manhattan,40.76521136337504,-73.99139019016792
4752,200,CHURCH ST,NEW YORK,NY,10013,Manhattan,40.71624237104474,-74.00691525329417
4753,,MADISON AVENUE,NEW YORK,NY,10029,Manhattan,40.7773054,-73.96140059999999
4754,,6 AVENUE,NEW YORK,NY,10001,Manhattan,40.7830603,-73.9712488
4755,601,W 162ND ST,NEW YORK,NY,10032,Manhattan,40.83731248212438,-73.94288960594909
4756,S/E/C,PARK PLACE,NEW YORK,NY,10007,Manhattan,40.7132656,-74.0092693
4757,1889,BROADWAY,NEW YORK,NY,10023,Manhattan,40.770949555871816,-73.98215792592525
4758,1045,1ST AVE,NEW YORK,NY,10022,Manhattan,40.75845910969949,-73.96282816094613
4759,926,MADISON AVE,NEW YORK,NY,10021,Manhattan,40.77278450988858,-73.9647156215924
4760,598,BROADWAY,NEW YORK,NY,10012,Manhattan,40.725044983550916,-73.99708489165532
4761,150,STANTON ST,NEW YORK,NY,10002,Manhattan,40.72056192076412,-73.98552645046023
4762,498,FASHION AVE,NEW YORK,NY,10018,Manhattan,40.75280769143521,-73.98932004881534
4763,106,LAFAYETTE ST,NEW YORK,NY,10013,Manhattan,40.718010200553046,-74.00092710862505
4764,200,PARK AVE,NEW YORK,NY,10166,Manhattan,40.753873593305634,-73.97698305538817
4765,126,NAGLE AVE,NEW YORK,NY,10040,Manhattan,40.86102832764338,-73.92632976802473
4766,,BROADWAY,NEW YORK,NY,10023,Manhattan,40.759011,-73.9844722
4767,109,W 27TH ST,NEW YORK,NY,10001,Manhattan,40.745734671157734,-73.99168863931256
4768,2122,2ND AVE,NEW YORK,NY,10029,Manhattan,40.792641176153346,-73.94095606384037
4769,S/E/C,5 AVENUE,NEW YORK,NY,10016,Manhattan,40.7750534,-73.96515099999999
4770,11,PENN PLZ,NEW YORK,NY,10001,Manhattan,40.74940166153264,-73.99177480084738
4771,618,W 46TH ST,NEW YORK,NY,10036,Manhattan,40.76359773768666,-73.99699656678364
4772,272,SHERMAN AVE,NEW YORK,NY,10034,Manhattan,40.86649298071863,-73.91812379937221
4773,4077,BROADWAY,NEW YORK,NY,10032,Manhattan,40.843779807829826,-73.93907102242531
4774,1368,YORK AVE,NEW YORK,NY,10021,Manhattan,40.767428211434556,-73.95331414172283
4775,2375,2ND AVE,NEW YORK,NY,10035,Manhattan,40.800562057310444,-73.93509414625515
4776,886,10TH AVE,NEW YORK,NY,10019,Manhattan,40.76962736583551,-73.9881729109683
4777,88A,DELANCEY ST,NEW YORK,NY,10002,Manhattan,40.718970397146016,-73.9895635645932
4778,110,7TH AVE S,NEW YORK,NY,10014,Manhattan,40.733457660031064,-74.00290104333156
4779,337,E 86TH ST,NEW YORK,NY,10028,Manhattan,40.777475643160024,-73.95077242218511
4780,1578,YORK AVE,NEW YORK,NY,10028,Manhattan,40.77412329467706,-73.94843170735376
4781,,EAST   23 STREET,NEW YORK,NY,10010,Manhattan,40.7830603,-73.9712488
4782,700,COLUMBUS AVE,NEW YORK,NY,10025,Manhattan,40.79170228593211,-73.96838202073225
4783,4415,BROADWAY,NEW YORK,NY,10040,Manhattan,40.855650136890674,-73.9331751027559
4784,700,8TH AVE,NEW YORK,NY,10036,Manhattan,40.75866217799164,-73.98873795996684
4785,1175,3RD AVE,NEW YORK,NY,10065,Manhattan,40.767401309905004,-73.9622997051479
4786,505,W 45TH ST,NEW YORK,NY,10036,Manhattan,40.76181357093393,-73.9946719366827
4787,30,ROCKEFELLER PLZ,NEW YORK,NY,10112,Manhattan,40.75875407922752,-73.97869233509232
4788,3420,BROADWAY,NEW YORK,NY,10031,Manhattan,40.82273169188484,-73.95313804406113
4789,17,JOHN ST,NEW YORK,NY,10038,Manhattan,40.70991555529198,-74.00894893844665
4790,341C,WADSWORTH AVE,NEW YORK,NY,10040,Manhattan,40.8555718591505,-73.93075682087185
4791,1407,BROADWAY,NEW YORK,NY,10018,Manhattan,40.75343876156569,-73.98715073117594
4792,,2 AVENUE,NEW YORK,NY,10075,Manhattan,40.7830603,-73.9712488
4793,635,W 207TH ST,NEW YORK,NY,10034,Manhattan,40.86833160429802,-73.92161057288747
4794,737,2 AVENUE,NEW YORK,NY,10016,Manhattan,40.74825980516844,-73.97336510304744
4795,,BROADWAY,NEW YORK,NY,10024,Manhattan,40.759011,-73.9844722
4796,23,AVENUE D,NEW YORK,NY,10009,Manhattan,40.72075015284726,-73.9781886021506
4797,302,E 52ND ST,NEW YORK,NY,10022,Manhattan,40.75595998106647,-73.96722229523483
4798,185,AVENUE C,NEW YORK,NY,10009,Manhattan,40.72672524192658,-73.9769130583659
4799,104,MACDOUGAL ST,NEW YORK,NY,10012,Manhattan,40.72938996564277,-74.00098860367115
4800,,PARK AVENUE,NEW YORK,NY,10016,Manhattan,40.7795442,-73.9577951
4801,1756,1ST AVE,NEW YORK,NY,10128,Manhattan,40.78015556277388,-73.94696827488103
4802,12,JOHN ST,NEW YORK,NY,10038,Manhattan,40.710003375823725,-74.00910044395351
4803,230,E 80TH ST,NEW YORK,NY,10075,Manhattan,40.77461499069471,-73.95598447891382
4804,617,W 181ST ST,NEW YORK,NY,10033,Manhattan,40.8495327880352,-73.93421139817895
